Movie_Name,Star_Distribution
富江 无限制 富江 アンリミテッド,"[3.2, 7.0, 27.0, 34.6, 28.3]"
尸城 屍城,"[2.9, 4.5, 23.6, 38.2, 30.8]"
屠宰场准则 Slaughterhouse Rulez,"[3.5, 8.5, 34.9, 40.6, 12.5]"
山村老尸3：恶灵缠身,"[3.4, 5.8, 31.1, 33.6, 26.1]"
布莱尔女巫 Blair Witch,"[3.3, 9.0, 33.4, 35.8, 18.6]"
恐怖神棍节 11-11-11,"[1.6, 4.2, 31.7, 42.6, 19.9]"
惊心食人族3 Jeepers Creepers 3: Cathedral,"[4.1, 4.6, 22.3, 39.6, 29.4]"
慢性折磨呕吐室 Slow Torture Puke Chamber,"[9.5, 9.3, 26.6, 24.4, 30.1]"
新尸骨无存 Cabin Fever,"[2.5, 5.3, 32.8, 40.3, 19.1]"
普罗旺斯惊魂记 Derrière les murs,"[2.1, 3.4, 19.6, 36.7, 38.3]"
极道大战争 極道大戦争,"[4.9, 12.2, 33.1, 34.1, 15.8]"
死亡寿司 デッド寿司,"[4.8, 8.1, 27.2, 36.3, 23.6]"
瑜伽学院 요가학원,"[2.2, 6.9, 34.3, 41.5, 15.0]"
瘦长鬼影 Slender Man,"[2.7, 2.7, 15.5, 37.5, 41.6]"
看不见的小孩,"[1.3, 9.7, 33.1, 31.8, 24.0]"
端岛计划 ฮาชิมะโปรเจกต์,"[2.7, 6.7, 37.3, 37.5, 15.7]"
终极囚禁 The Final,"[2.6, 7.8, 29.8, 41.0, 18.9]"
绣花鞋,"[1.7, 4.2, 31.5, 39.2, 23.4]"
育婴室,"[4.0, 8.2, 35.9, 32.2, 19.7]"
自杀森林 The Forest,"[2.5, 5.8, 34.2, 41.5, 16.0]"
蜜月 Honeymoon,"[1.8, 6.2, 23.9, 44.2, 24.0]"
贞子3D 貞子3D,"[2.0, 2.8, 16.9, 33.1, 45.2]"
贞子大战伽椰子 貞子VS伽椰子,"[3.1, 6.2, 28.2, 38.8, 23.6]"
道士出山,"[4.7, 6.6, 29.6, 31.9, 27.1]"
非礼勿视2 See No Evil 2,"[2.6, 4.7, 28.0, 38.5, 26.2]"
魕,"[2.6, 8.4, 34.2, 33.7, 21.1]"
鲨鱼惊魂夜 Shark Night 3D,"[1.5, 4.4, 27.3, 39.8, 26.9]"
黑百合小区 クロユリ団地,"[2.0, 4.8, 32.5, 42.0, 18.7]"
全城通缉,"[3.5, 5.6, 29.7, 36.7, 24.4]"
封门诡影,"[5.9, 9.6, 27.3, 28.1, 29.1]"
张震讲故事之合租屋,"[3.3, 4.8, 17.2, 31.5, 43.2]"
推理笔记,"[2.9, 4.5, 29.0, 40.3, 23.3]"
王牌,"[3.8, 8.6, 27.7, 34.2, 25.7]"
绝录求生,"[5.6, 12.7, 30.1, 25.2, 26.3]"
迷魂之密室逃脱,"[3.1, 5.7, 19.6, 30.2, 41.3]"
那年夏天你去了哪里,"[2.8, 6.6, 33.3, 37.3, 19.9]"
重生爱人,"[4.8, 8.3, 28.2, 34.3, 24.3]"
金田一少年事件簿 香港九龙财宝杀人事件 金田一少年の事件簿 香港九龍財宝殺人事件,"[3.4, 7.6, 36.9, 37.1, 14.9]"
雅典娜：无间谍局 아테나: 전쟁의 여신 극장판,"[3.3, 8.3, 36.5, 32.0, 19.9]"
魅妆,"[2.3, 5.0, 31.6, 31.3, 29.8]"
3D豪情,"[4.1, 7.6, 30.9, 33.2, 24.1]"
D坂杀人事件 D坂の殺人事件,"[2.4, 6.6, 34.8, 40.4, 15.9]"
屌丝骑士 やるっきゃ騎士,"[3.7, 4.9, 23.8, 34.2, 33.3]"
年轻母亲：我年纪如何 젊은엄마 : 내 나이가 어때서,"[4.9, 7.1, 27.4, 38.9, 21.6]"
微交少女,"[3.0, 7.1, 28.8, 39.0, 22.1]"
沙西米,"[2.9, 3.9, 20.1, 39.8, 33.3]"
白百合 ホワイトリリー,"[3.7, 6.4, 38.5, 38.3, 13.0]"
美景之屋2 전망 좋은 집 2,"[8.0, 5.8, 23.8, 35.6, 26.7]"
花街柳巷,"[2.5, 4.2, 27.7, 42.5, 23.1]"
诱人的飞行 맛있는 비행,"[4.7, 4.2, 21.0, 33.0, 37.0]"
非分熟女,"[2.1, 6.2, 36.6, 40.7, 14.4]"
食物链 먹이사슬,"[5.2, 10.3, 31.5, 32.6, 20.5]"
鸭王2 鴨王2,"[3.8, 4.8, 25.2, 36.8, 29.4]"
7500航班 7500,"[2.4, 7.3, 34.9, 37.9, 17.5]"
凶手还未睡 兇手還未睡,"[0.7, 3.1, 19.7, 42.3, 34.1]"
凶间雪山,"[2.0, 3.2, 16.9, 33.9, 44.1]"
医生 닥터,"[3.6, 7.1, 31.7, 38.1, 19.5]"
取款机杀人夜 ATM,"[1.7, 7.7, 33.2, 35.3, 22.1]"
囧探佳人,"[6.0, 7.3, 24.4, 36.2, 26.1]"
夺命来电 Cell,"[1.1, 5.3, 30.1, 45.7, 17.9]"
尸油 3D น้ำมันพราย 3D,"[3.0, 4.6, 24.4, 40.2, 27.8]"
幻世追踪 Vice,"[1.4, 4.8, 32.9, 41.8, 19.1]"
异空危情,"[3.7, 4.3, 22.9, 27.5, 41.7]"
恋物 페티쉬,"[1.5, 6.4, 34.2, 38.5, 19.4]"
提线木偶 꼭두각시,"[2.5, 6.3, 31.5, 38.5, 21.2]"
敲敲门 Knock Knock,"[3.8, 9.3, 33.2, 33.8, 19.9]"
最后一次驱魔2 The Last Exorcism Part II,"[2.8, 6.7, 32.6, 40.4, 17.5]"
枕边有张脸,"[2.3, 4.4, 18.5, 31.5, 43.4]"
欲蛇 Hisss,"[2.2, 4.4, 21.5, 39.6, 32.3]"
猫脸老太太,"[6.1, 10.5, 36.1, 28.3, 19.0]"
白象 Elephant White,"[4.3, 9.9, 36.3, 34.2, 15.2]"
百万巨鳄,"[3.0, 8.2, 36.8, 34.4, 17.6]"
童眼,"[2.1, 5.6, 33.4, 39.8, 19.0]"
笔仙3,"[2.8, 4.6, 27.0, 33.1, 32.5]"
笔仙Ⅱ,"[1.5, 3.3, 21.5, 36.3, 37.3]"
笔仙大战贞子,"[5.6, 4.2, 18.1, 29.9, 42.2]"
第十九层空间,"[1.3, 3.5, 24.7, 40.1, 30.4]"
致命弯道5 Wrong Turn 5: Bloodlines,"[5.3, 9.5, 36.5, 32.2, 16.5]"
致命弯道6：终极审判 Wrong Turn 6: Last Resort,"[5.4, 8.6, 32.1, 34.5, 19.5]"
荒村公寓,"[0.9, 3.2, 21.8, 39.4, 34.7]"
荒村客栈,"[1.1, 3.1, 20.7, 40.6, 34.5]"
诡爱,"[4.1, 10.1, 36.2, 29.5, 20.1]"
超能泰坦 The Titan,"[1.4, 5.3, 31.8, 43.5, 18.1]"
通灵之六世古宅,"[3.0, 4.1, 22.9, 36.0, 34.0]"
门,"[3.5, 8.9, 37.6, 33.3, 16.8]"
陌生人 The Strangers,"[3.0, 10.0, 36.1, 34.0, 16.9]"
食人鱼3DD Piranha 3DD,"[2.5, 5.9, 29.8, 38.6, 23.2]"
高空飞行 Altitude,"[3.2, 11.4, 37.1, 32.2, 16.0]"
鬼娃回魂7 Cult of Chucky,"[4.5, 6.4, 30.6, 38.6, 19.9]"
魔轮,"[5.4, 7.4, 25.1, 29.8, 32.3]"
黑暗来临 And Soon the Darkness,"[2.2, 4.3, 37.4, 40.9, 15.1]"
舞出我人生之舞所不能,"[12.1, 12.6, 25.8, 30.2, 19.2]"
功夫小子 カンフーくん,"[3.3, 6.9, 28.7, 33.3, 27.7]"
斗破苍穹,"[6.0, 10.5, 24.3, 24.6, 34.6]"
皇家刺青,"[2.1, 7.7, 34.5, 34.4, 21.3]"
盖世英雄,"[11.2, 14.4, 29.9, 26.2, 18.3]"
黄飞鸿之怒海雄风,"[1.4, 1.4, 16.2, 41.2, 39.7]"
201314,"[3.3, 4.9, 25.3, 32.5, 34.0]"
21克拉,"[3.8, 6.7, 30.0, 34.7, 24.7]"
4B青年之4楼B座,"[2.8, 6.0, 26.0, 33.7, 31.5]"
一吻定情,"[3.2, 8.4, 28.7, 33.5, 26.2]"
一场风花雪月的事,"[3.2, 6.5, 31.0, 36.1, 23.1]"
一起飞,"[6.1, 9.3, 31.3, 28.2, 25.1]"
一路惊喜,"[4.5, 9.5, 36.6, 32.5, 16.9]"
三生三世十里桃花,"[4.3, 5.3, 17.8, 27.7, 44.9]"
上海王,"[2.9, 7.5, 35.8, 37.9, 15.9]"
东成西就2011,"[2.4, 4.8, 20.0, 32.0, 40.7]"
临时演员,"[0.6, 2.4, 19.0, 35.0, 43.0]"
乱青春 亂青春,"[2.7, 9.8, 37.0, 34.1, 16.5]"
二次初恋,"[2.5, 4.9, 24.7, 36.5, 31.3]"
伤心童话,"[6.0, 8.8, 31.7, 32.1, 21.4]"
傲娇与偏见,"[3.8, 9.4, 33.6, 29.2, 23.9]"
八星抱喜,"[2.4, 7.2, 40.1, 34.0, 16.3]"
分手大师,"[4.3, 10.6, 35.4, 30.5, 19.2]"
前任2：备胎反击战,"[4.1, 9.4, 37.5, 33.5, 15.5]"
剑蝶,"[3.2, 6.7, 37.1, 35.9, 17.1]"
北京纽约,"[3.3, 5.9, 23.2, 34.6, 32.9]"
合约男女,"[2.2, 4.3, 27.5, 42.1, 23.8]"
四大名捕大结局,"[3.8, 7.6, 36.1, 33.7, 18.8]"
回到过去拥抱你,"[3.1, 8.5, 30.4, 36.5, 21.5]"
在一起,"[1.5, 2.5, 17.7, 32.2, 46.2]"
坏姐姐之拆婚联盟,"[2.9, 5.6, 29.7, 37.6, 24.1]"
夏天19岁的肖像,"[4.2, 12.5, 30.4, 31.1, 21.9]"
夏日恋神马 戀夏戀夏戀戀下,"[1.0, 2.8, 22.0, 38.9, 35.3]"
夏有乔木 雅望天堂,"[9.6, 8.1, 22.9, 27.2, 32.2]"
大笑江湖,"[2.1, 6.3, 33.2, 36.2, 22.3]"
天生不对,"[2.4, 3.8, 21.6, 38.9, 33.3]"
奇葩朵朵,"[2.3, 5.0, 26.4, 37.5, 28.8]"
女汉子真爱公式,"[11.0, 8.2, 25.1, 27.8, 27.9]"
好命先生,"[2.6, 3.1, 20.8, 35.7, 37.7]"
如影随心,"[3.8, 9.5, 30.6, 34.0, 22.1]"
嫁个100分男人,"[1.4, 3.3, 24.4, 37.2, 33.7]"
宅女侦探桂香,"[1.7, 3.9, 24.8, 41.2, 28.4]"
完美假妻168,"[4.1, 8.5, 34.7, 31.9, 20.8]"
宝岛双雄 寶島雙雄,"[1.3, 3.4, 30.8, 41.1, 23.4]"
寻找周杰伦 尋找周杰倫,"[3.9, 7.6, 37.8, 35.6, 15.1]"
寻找罗麦,"[3.8, 6.9, 21.9, 38.7, 28.6]"
将错就错,"[2.1, 3.5, 21.1, 30.7, 42.5]"
小时代4：灵魂尽头,"[6.3, 9.0, 28.5, 25.4, 30.7]"
巨额交易,"[2.6, 7.0, 33.5, 38.7, 18.2]"
庐山恋2010,"[1.4, 7.0, 38.1, 36.5, 16.9]"
影子爱人 影子愛人,"[1.9, 3.5, 23.9, 38.0, 32.7]"
微微一笑很倾城,"[5.0, 9.8, 31.3, 30.3, 23.6]"
怦然星动,"[7.6, 5.3, 18.3, 29.4, 39.4]"
情敌蜜月,"[5.4, 6.5, 28.5, 35.8, 23.8]"
情遇曼哈顿,"[1.9, 3.8, 16.9, 36.8, 40.6]"
我为相亲狂,"[2.6, 4.0, 23.6, 29.6, 40.3]"
我们的十年,"[12.9, 9.1, 24.9, 27.1, 26.0]"
我们约会吧,"[2.2, 6.6, 34.0, 32.9, 24.4]"
我的野蛮女友2,"[1.2, 2.7, 21.0, 35.0, 40.2]"
所以……和黑粉结婚了,"[7.0, 7.9, 29.4, 31.7, 24.0]"
摆渡人,"[4.2, 7.0, 19.9, 24.4, 44.4]"
擒爱记,"[2.9, 9.0, 38.7, 32.0, 17.4]"
擦枪走火,"[2.6, 5.3, 27.2, 39.4, 25.5]"
整容日记,"[1.6, 5.0, 34.4, 39.8, 19.2]"
新娘大作战,"[2.1, 3.4, 21.1, 37.8, 35.5]"
新步步惊心,"[2.5, 4.8, 22.7, 35.1, 34.9]"
既然青春留不住,"[4.1, 7.7, 28.8, 33.3, 26.1]"
早见，晚爱,"[4.0, 5.0, 25.0, 38.0, 27.9]"
时尚先生,"[1.1, 5.6, 39.5, 36.7, 17.1]"
时差7小时,"[3.3, 8.5, 30.4, 26.4, 31.3]"
明明,"[2.7, 9.4, 36.3, 31.8, 19.8]"
有一个地方只有我们知道,"[5.5, 9.6, 31.0, 31.3, 22.6]"
有种你爱我,"[2.6, 6.4, 33.2, 36.2, 21.6]"
栀子花开,"[5.5, 5.4, 20.9, 29.8, 38.4]"
棒子老虎鸡,"[1.2, 4.9, 36.5, 38.9, 18.4]"
比悲伤更悲伤的故事 比悲傷更悲傷的故事,"[4.2, 9.9, 31.3, 31.0, 23.5]"
泡沫之夏,"[7.6, 10.5, 35.6, 26.9, 19.4]"
活色生香,"[13.9, 10.5, 30.0, 24.9, 20.7]"
消失爱人,"[6.3, 10.2, 29.4, 30.2, 24.0]"
潜龙风云 大茶飯,"[13.3, 10.5, 33.9, 22.7, 19.6]"
炮制女朋友,"[1.0, 3.2, 35.9, 43.1, 16.8]"
爱在那一天,"[2.9, 4.5, 23.5, 34.5, 34.6]"
爱情不NG,"[5.4, 8.0, 32.7, 34.8, 19.2]"
爱情进化论,"[9.0, 15.8, 29.8, 23.2, 22.2]"
白发魔女传之明月天国,"[1.8, 2.6, 17.5, 36.2, 41.8]"
白蛇传说,"[2.3, 7.6, 34.7, 35.6, 19.8]"
百变爱人 Delete愛人,"[3.0, 6.3, 28.9, 36.6, 25.2]"
神探驾到 浮華宴,"[3.3, 7.9, 25.8, 31.3, 31.7]"
秘果,"[3.5, 8.6, 32.2, 34.2, 21.5]"
第三种爱情,"[5.2, 10.1, 35.2, 33.1, 16.4]"
绝色武器,"[1.8, 3.7, 22.2, 36.1, 36.2]"
美容针,"[5.3, 9.1, 23.6, 30.0, 32.0]"
诛仙 Ⅰ,"[10.9, 12.8, 28.9, 22.4, 25.0]"
谋杀似水年华,"[2.8, 4.3, 17.0, 32.4, 43.5]"
谎言西西里,"[6.1, 9.5, 32.2, 32.7, 19.5]"
越来越好之村晚,"[3.0, 5.6, 25.2, 33.9, 32.4]"
车在囧途,"[1.8, 3.5, 22.6, 34.6, 37.5]"
钟馗伏魔：雪妖魔灵,"[2.1, 4.6, 26.0, 38.5, 28.9]"
露水红颜,"[5.2, 7.3, 30.2, 35.1, 22.2]"
非常幸运,"[2.8, 5.1, 30.7, 38.7, 22.6]"
高跟鞋先生,"[4.1, 9.7, 35.9, 30.7, 19.5]"
魔侠传之唐吉可德,"[3.4, 7.7, 24.4, 31.4, 33.1]"
魔宫魅影,"[3.0, 6.4, 31.1, 38.9, 20.6]"
鲛珠传,"[1.6, 4.3, 26.4, 41.0, 26.7]"
鸭王 鴨王,"[3.5, 6.2, 32.7, 37.6, 20.0]"
冒牌卧底,"[1.9, 3.5, 22.9, 34.8, 36.8]"
别有动机,"[2.2, 4.0, 25.7, 40.6, 27.6]"
双重身份 Double Identity,"[1.9, 3.9, 27.5, 38.3, 28.5]"
回马枪,"[1.0, 3.0, 24.8, 35.2, 35.9]"
夜色撩人,"[2.3, 6.6, 29.7, 41.5, 20.0]"
匆匆那年：好久不见,"[6.5, 7.8, 19.7, 25.4, 40.5]"
杀无赦I入局,"[1.9, 11.3, 36.1, 35.5, 15.2]"
森冤,"[1.0, 5.2, 34.0, 38.8, 21.1]"
死亡阴影 Bereavement,"[3.4, 5.0, 33.8, 39.9, 17.9]"
猎仇者,"[2.6, 3.8, 25.4, 37.6, 30.6]"
疯狂的蠢贼,"[1.9, 5.2, 24.3, 35.1, 33.5]"
盲·道,"[9.2, 9.1, 26.1, 34.4, 21.1]"
真相禁区,"[6.2, 7.3, 23.4, 30.8, 32.2]"
神秘家族,"[4.0, 9.8, 31.6, 35.6, 18.9]"
秦明·生死语者,"[2.4, 4.1, 24.4, 40.7, 28.5]"
第44条军规 Catch .44,"[1.5, 5.2, 29.5, 42.4, 21.4]"
第七谎言 第七謊言,"[2.5, 3.5, 24.7, 36.8, 32.5]"
纽约行动 Ninja,"[2.6, 4.6, 28.3, 38.1, 26.3]"
西伯利亚 Siberia,"[3.9, 7.2, 27.3, 40.9, 20.7]"
越域重生 Edge of Fear,"[6.4, 9.9, 22.7, 28.4, 32.6]"
这就是命,"[1.9, 5.8, 29.0, 36.3, 27.0]"
追凶,"[1.8, 4.7, 28.5, 40.4, 24.6]"
逃脱 Getaway,"[4.0, 9.5, 36.0, 39.3, 11.3]"
道高一丈,"[2.1, 7.0, 39.0, 38.8, 13.1]"
黑金杀机 The Counselor,"[4.9, 11.1, 33.5, 36.8, 13.8]"
不期而遇,"[4.9, 2.6, 18.3, 35.7, 38.5]"
人类办事处 The Humanity Bureau,"[3.0, 4.5, 25.7, 44.5, 22.2]"
外太空计划9 Plan 9 from Outer Space,"[23.7, 11.8, 24.2, 17.3, 23.0]"
少女地球守护者 IO,"[3.2, 7.6, 31.4, 40.8, 17.1]"
怪兽：黑暗大陆 Monsters: The Dark Continent,"[3.5, 7.5, 25.9, 40.1, 22.9]"
我的极品女神,"[2.7, 4.8, 21.0, 36.4, 35.1]"
时间的皱折 A Wrinkle in Time,"[2.2, 4.1, 16.8, 30.8, 46.1]"
未来警察,"[1.4, 3.1, 21.0, 38.1, 36.4]"
机器人帝国 Robot Overlords,"[2.1, 3.0, 17.6, 36.2, 41.2]"
机器人艺妓 ロボゲイシャ,"[9.3, 14.2, 30.5, 25.9, 20.2]"
机器猛犬 A.X.L.,"[1.2, 5.2, 30.0, 38.5, 25.1]"
毁灭战士：灭绝 Doom: Annihilation,"[2.1, 2.2, 19.6, 35.5, 40.6]"
沙子怪物 Killer Beach,"[3.5, 3.9, 22.5, 35.8, 34.3]"
流浪者年代记 ストレイヤーズ・クロニクル,"[2.5, 6.0, 33.8, 39.8, 18.0]"
深海狂鲨2 Deep Blue Sea 2,"[2.0, 4.1, 21.5, 38.2, 34.2]"
病毒 Viral,"[2.1, 7.2, 33.2, 40.0, 17.4]"
脑浆炸裂少女 脳漿炸裂ガール,"[2.8, 6.9, 27.8, 37.9, 24.5]"
莫斯科陷落 Притяжение,"[2.7, 7.2, 33.0, 41.2, 16.0]"
超强台风,"[3.8, 7.3, 26.0, 27.3, 35.6]"
这个男人来自地球：全新纪 The Man from Earth: Holocene,"[4.1, 8.0, 33.9, 35.4, 18.6]"
量子启示录 Quantum Apocalypse,"[2.7, 8.6, 31.7, 31.5, 25.5]"
钢铁苍穹2：即临种族 Iron Sky: The Coming Race,"[4.1, 8.6, 36.5, 37.6, 13.1]"
铁甲战神 Revolt,"[0.8, 2.8, 26.3, 44.0, 26.1]"
零号病人 Patient Zero,"[2.9, 6.5, 30.0, 42.2, 18.3]"
摇滚英雄,"[5.1, 8.7, 30.1, 30.8, 25.2]"
龙拳小子,"[4.4, 7.6, 19.1, 25.3, 43.6]"
